date,observed,lower,median,upper
1961-01-01,25.042529266327925,24.42018900276772,24.95598594776569,25.525364766435416
1961-02-01,24.700612723664523,24.455362912398126,24.956765980069754,25.53059153985508
1961-03-01,24.17174555963153,24.482461724854826,24.967363436507284,25.511901975563923
1961-04-01,24.37102197882721,24.520002856241934,24.97565049363329,25.49143944432
1961-05-01,25.09629578400121,24.535438227911694,24.989295698652924,25.505876510572183
1961-06-01,26.8016749933784,24.544481695443555,24.99646679616849,25.4766737328189
1961-07-01,26.65416374642843,24.54530526279414,24.99654503588672,25.458368792245647
1961-08-01,23.34216103829647,24.541231802126518,24.991112318368852,25.4567311273717
1961-09-01,28.460754235280607,24.569073291247925,25.00960373405737,25.444014370676815
1961-10-01,25.536058947438068,24.57207733944569,25.00176208002072,25.462114822575767
1961-11-01,24.917820924370364,24.577704056115135,25.0070844537041,25.471550745022977
1961-12-01,24.6157301289971,24.593348969151005,25.02236373880503,25.466599488706738
1962-01-01,25.49735699300655,24.594699186629203,25.020395599495856,25.47878816885765
1962-02-01,27.614405081337743,24.612560796717485,25.02223029832605,25.483156731371626
1962-03-01,23.3958518119181,24.6209063925137,25.031638769407685,25.49192071304267
1962-04-01,25.94323999581909,24.64781461324587,25.033692921262443,25.474103241357433
1962-05-01,25.5500279116236,24.654646943543167,25.043991323195005,25.493051154180982
1962-06-01,26.72886625786597,24.661330750180216,25.05019183388825,25.47470132317218
1962-07-01,26.59441735550724,24.67362127197752,25.056253074274508,25.467250295149295
1962-08-01,24.51711339245752,24.684895566236154,25.064199421501172,25.484908068131674
1962-09-01,26.214832359636212,24.69024921697106,25.062215362478526,25.4983103058097
1962-10-01,24.89229858385637,24.689314216845634,25.067254246740166,25.4853507982481
1962-11-01,27.069471243913267,24.68930564645721,25.074545243008043,25.501782960695593
1962-12-01,26.08068158030784,24.691396072512962,25.06873794705013,25.4780497359256
1963-01-01,26.618560874183345,24.67656731940701,25.08660910950966,25.52320088136066
1963-02-01,26.31291898904897,24.685743301101947,25.08976176749837,25.51074663983736
1963-03-01,25.487073417853992,24.696834730846273,25.090497755066615,25.487782954759574
1963-04-01,24.826850457613222,24.71467150385512,25.09211077182697,25.492934940948146
1963-05-01,27.02111680833294,24.73923013116178,25.09091643771143,25.48607447847749
1963-06-01,23.092912811695943,24.700460740243148,25.0876734364007,25.474864781287085
1963-07-01,27.27987386358725,24.72561638412795,25.079227273359848,25.476306325862986
1963-08-01,28.693310003125625,24.73516747129607,25.078110304383067,25.497480612402068
1963-09-01,27.10956313867737,24.71710824481449,25.085823618651922,25.44918700526358
1963-10-01,22.508768498081523,24.695753308746365,25.081378110862847,25.474988313769522
1963-11-01,25.24109579269301,24.70199750019666,25.08394236407744,25.458357017678036
1963-12-01,22.582501008114875,24.71405436857059,25.08660588126031,25.458337318772987
1964-01-01,26.603254224118597,24.71520064772979,25.090604722186704,25.484125673501616
1964-02-01,25.45260458845976,24.733828235299786,25.09669025738831,25.49062036100407
1964-03-01,24.645485566622725,24.727970460721284,25.102409627891696,25.493486508459686
1964-04-01,26.006721764053875,24.744405212773515,25.102113870674522,25.491972315351276
1964-05-01,23.29878412935399,24.736261603641204,25.109655523229662,25.487688876429047
1964-06-01,25.937794190336035,24.74845227352021,25.12905810786844,25.48456529928928
1964-07-01,27.518287050237355,24.767501782085542,25.132857583343714,25.513393773267197
1964-08-01,25.56586871374681,24.807549559701265,25.14453125063945,25.504044864640615
1964-09-01,26.1403061809968,24.814109619041012,25.150277762900764,25.531955923113085
1964-10-01,26.08805875416842,24.82710094392107,25.1486569806665,25.556227332618988
1964-11-01,27.02437207348849,24.81564068115766,25.152696252764102,25.564299536399
1964-12-01,24.956593250557617,24.808857704431414,25.161078394087074,25.57088489593964
1965-01-01,25.09967397939701,24.808937271118257,25.15702009775596,25.55000734655867
1965-02-01,24.884526243849653,24.832888036813312,25.164559453574668,25.57206883415418
1965-03-01,25.30983660084693,24.82603272510847,25.155357334171903,25.60288838915253
1965-04-01,30.085671409238092,24.843503820665823,25.161679496018035,25.60643878939193
1965-05-01,25.03597170684805,24.826449482446577,25.169061628781826,25.601135132287094
1965-06-01,25.53833486441133,24.834321690781696,25.15361832047286,25.581243313365707
1965-07-01,25.644482846895603,24.810979141725884,25.14490883157856,25.5747072393328
1965-08-01,25.37983082179118,24.802224076289267,25.141918508050406,25.545935488463197
1965-09-01,25.06200648402566,24.805409184873394,25.142358899374386,25.520132099202044
1965-10-01,27.088613461142018,24.794834961755786,25.143902833300523,25.531704874857315
1965-11-01,24.081283493615818,24.775765032869582,25.126929143180938,25.521673548767662
1965-12-01,27.645356479594117,24.77278696158286,25.12544245627273,25.53971420056458
1966-01-01,24.40629623568228,24.775487357522472,25.118066053482924,25.51570354926825
1966-02-01,27.49722010432591,24.774390440561557,25.116651988888222,25.501612611915498
1966-03-01,26.98732739459209,24.78512802502107,25.12128689997313,25.510734742149307
1966-04-01,26.6079101623954,24.783267556360965,25.111605395956474,25.493514433621105
1966-05-01,24.50986894778505,24.740925557034664,25.101791475885605,25.488902293960106
1966-06-01,27.05599334825764,24.729581763755448,25.106242580744336,25.460780430245332
1966-07-01,26.824106887748204,24.728088898600223,25.091393210896406,25.441059971207288
1966-08-01,25.964254890290764,24.719870450431575,25.08124018684957,25.45315586064787
1966-09-01,27.133431458291348,24.671113707912884,25.083869866020244,25.44572294459615
1966-10-01,24.955346289698088,24.648634364234272,25.06706354901102,25.422820057871956
1966-11-01,25.06369060732451,24.602754270704512,25.063583420343182,25.393106128345785
1966-12-01,21.286923670842818,24.5780855852665,25.0521540365721,25.35617456256386
1967-01-01,27.9080295287196,24.540680583763788,25.050586563517562,25.3682196712561
1967-02-01,28.86905934756991,24.543674007016946,25.044677062816216,25.384913583389665
1967-03-01,25.95923486464127,24.588782385073763,25.044037887463148,25.369184238645524
1967-04-01,21.59903477105585,24.525392325484077,25.029910967238003,25.369414444243866
1967-05-01,26.407112715944265,24.5191787244182,25.034502367721267,25.360814798661774
1967-06-01,25.131040629056866,24.50986297909553,25.030942143918693,25.35494658507163
1967-07-01,24.663547615298167,24.50302018118343,25.025380482562362,25.378394258388457
1967-08-01,22.51352345461745,24.46052771530286,25.014269536984944,25.35616711732215
1967-09-01,25.671233282829345,24.47470423141244,25.023893588207002,25.373815905661754
1967-10-01,23.79212674678969,24.48141699333162,25.029155026390235,25.359970793134156
1967-11-01,26.86092604608159,24.473102573961246,25.02477298617359,25.379420237114754
1967-12-01,26.507575941004525,24.473726592903528,25.03183315175899,25.382343850542508
1968-01-01,25.10962215629016,24.45447310192933,25.034795502141172,25.363286748298425
1968-02-01,23.044201222324865,24.43186469315741,25.033945050796383,25.379650529932707
1968-03-01,25.29838863974233,24.45680472693161,25.025312329736693,25.377620006066216
1968-04-01,23.186204537172745,24.476213575043623,25.02356048398311,25.391590345431037
