DATE,DAY,TMIN,year,month
1942-04-03,3,-3.8142881677760716,1942,4
1942-05-05,5,-6.614288167776071,1942,5
1942-06-08,8,-0.21428816777607196,1942,6
1942-07-13,13,2.6857118322239275,1942,7
1942-08-05,5,3.085711832223928,1942,8
1942-09-29,29,0.785711832223928,1942,9
1942-10-11,11,-1.0142881677760718,1942,10
1942-11-24,24,-8.614288167776072,1942,11
1942-12-28,28,-11.61428816777607,1942,12
1943-01-08,8,-12.914288167776071,1943,1
1943-02-22,22,-9.314288167776072,1943,2
1943-03-10,10,-7.314288167776072,1943,3
1943-04-07,7,-4.414288167776071,1943,4
1943-05-02,2,-1.1142881677760714,1943,5
1943-06-18,18,1.0857118322239279,1943,6
1943-07-04,4,0.6857118322239284,1943,7
1943-08-12,12,2.985711832223928,1943,8
1943-09-23,23,-2.4142881677760717,1943,9
1943-10-15,15,-3.214288167776072,1943,10
1943-11-20,20,-8.414288167776071,1943,11
1943-12-16,16,-13.014288167776073,1943,12
1944-01-05,5,-8.814288167776072,1944,1
1944-02-21,21,-12.61428816777607,1944,2
1944-03-05,5,-12.214288167776072,1944,3
1944-04-01,1,-8.314288167776072,1944,4
1944-05-08,8,-7.814288167776072,1944,5
1944-06-23,23,-0.3142881677760716,1944,6
1944-07-17,17,3.785711832223929,1944,7
1944-08-30,30,4.385711832223929,1944,8
1944-09-10,10,-2.214288167776072,1944,9
1944-10-31,31,-5.514288167776072,1944,10
1944-11-16,16,-7.414288167776071,1944,11
1944-12-26,26,-13.214288167776072,1944,12
1945-01-26,26,-19.61428816777607,1945,1
1945-02-22,22,-7.114288167776072,1945,2
1945-03-02,2,-6.814288167776072,1945,3
1945-04-30,30,-5.614288167776071,1945,4
1945-05-01,1,-5.614288167776071,1945,5
1945-06-17,17,-1.214288167776072,1945,6
1945-07-17,17,2.6857118322239275,1945,7
1945-08-07,7,2.085711832223928,1945,8
1945-09-26,26,0.785711832223928,1945,9
1945-10-05,5,-4.214288167776072,1945,10
1945-11-16,16,-8.514288167776073,1945,11
1945-12-09,9,-16.41428816777607,1945,12
1946-01-18,18,-14.714288167776072,1946,1
1946-02-28,28,-10.11428816777607,1946,2
1946-03-17,17,-10.11428816777607,1946,3
1946-04-11,11,-7.514288167776072,1946,4
1946-05-15,15,-5.514288167776072,1946,5
1946-06-21,21,0.8857118322239286,1946,6
1946-07-15,15,2.6857118322239275,1946,7
1946-08-16,16,1.785711832223928,1946,8
1946-09-14,14,1.0857118322239279,1946,9
1946-10-25,25,-8.614288167776072,1946,10
1946-11-09,9,-8.314288167776072,1946,11
1946-12-21,21,-19.214288167776072,1946,12
1947-01-29,29,-20.214288167776072,1947,1
1947-02-24,24,-17.514288167776073,1947,2
1947-03-02,2,-13.214288167776072,1947,3
1947-04-10,10,-6.014288167776072,1947,4
1947-05-02,2,-1.714288167776072,1947,5
1947-06-13,13,0.8857118322239286,1947,6
1947-07-06,6,2.585711832223928,1947,7
1947-08-31,31,4.1857118322239275,1947,8
1947-09-24,24,-1.8142881677760716,1947,9
1947-10-29,29,-8.414288167776071,1947,10
1947-11-28,28,-8.114288167776072,1947,11
1947-12-19,19,-10.814288167776072,1947,12
1948-01-20,20,-7.914288167776071,1948,1
1948-02-20,20,-16.61428816777607,1948,2
1948-03-02,2,-7.514288167776072,1948,3
1948-04-06,6,-5.214288167776072,1948,4
1948-05-04,4,-3.8142881677760716,1948,5
1948-06-21,21,-0.8142881677760716,1948,6
1948-07-07,7,0.4857118322239282,1948,7
1948-08-29,29,0.6857118322239284,1948,8
1948-09-22,22,-1.714288167776072,1948,9
1948-10-28,28,-7.314288167776072,1948,10
1948-11-09,9,-9.614288167776072,1948,11
1948-12-26,26,-14.61428816777607,1948,12
1949-01-24,24,-8.614288167776072,1949,1
1949-02-03,3,-13.014288167776073,1949,2
1949-03-07,7,-13.014288167776073,1949,3
1949-04-09,9,-7.114288167776072,1949,4
1949-05-08,8,-6.214288167776072,1949,5
1949-06-17,17,-3.114288167776072,1949,6
1949-07-07,7,0.9857118322239282,1949,7
1949-08-13,13,-0.6142881677760714,1949,8
1949-09-18,18,3.285711832223929,1949,9
1949-10-30,30,-9.714288167776072,1949,10
1949-11-03,3,-9.114288167776072,1949,11
1949-12-14,14,-9.514288167776073,1949,12
1950-01-25,25,-15.914288167776071,1950,1
1950-02-28,28,-10.414288167776071,1950,2
1950-03-02,2,-10.214288167776072,1950,3
1950-04-26,26,-6.314288167776072,1950,4
1950-05-07,7,-2.214288167776072,1950,5
1950-06-10,10,0.5857118322239279,1950,6
1950-07-30,30,3.085711832223928,1950,7
1950-08-17,17,2.085711832223928,1950,8
1950-09-22,22,0.08571183222392786,1950,9
1950-10-27,27,-10.814288167776072,1950,10
1950-11-27,27,-7.114288167776072,1950,11
1950-12-30,30,-22.41428816777607,1950,12
1951-01-04,4,-6.814288167776072,1951,1
1951-02-28,28,-7.614288167776072,1951,2
1951-03-05,5,-10.514288167776073,1951,3
1951-04-15,15,-6.814288167776072,1951,4
1951-05-13,13,-3.214288167776072,1951,5
1951-06-18,18,0.9857118322239282,1951,6
1951-07-16,16,1.0857118322239279,1951,7
1951-08-16,16,2.3857118322239286,1951,8
1951-09-20,20,-1.3142881677760716,1951,9
1951-10-16,16,-6.314288167776072,1951,10
1951-11-27,27,-6.114288167776071,1951,11
1951-12-13,13,-9.114288167776072,1951,12
1952-01-28,28,-14.214288167776072,1952,1
1952-02-16,16,-12.414288167776071,1952,2
1952-03-14,14,-8.014288167776073,1952,3
1952-04-02,2,-7.814288167776072,1952,4
1952-05-14,14,-1.6142881677760714,1952,5
1952-06-08,8,-1.4142881677760721,1952,6
1952-07-28,28,2.585711832223928,1952,7
1952-08-18,18,2.8857118322239286,1952,8
1952-09-20,20,-3.214288167776072,1952,9
1952-10-12,12,-5.914288167776072,1952,10
1952-11-18,18,-10.314288167776072,1952,11
1952-12-16,16,-12.414288167776071,1952,12
1953-01-14,14,-12.814288167776072,1953,1
1953-02-08,8,-14.414288167776071,1953,2
1953-03-04,4,-9.214288167776072,1953,3
1953-04-11,11,-5.214288167776072,1953,4
1953-05-11,11,-3.9142881677760717,1953,5
1953-06-02,2,-0.714288167776072,1953,6
1953-07-11,11,2.985711832223928,1953,7
1953-08-04,4,1.8857118322239286,1953,8
1953-09-29,29,-0.9142881677760721,1953,9
1953-10-30,30,-2.8142881677760716,1953,10
1953-11-25,25,-8.414288167776071,1953,11
1953-12-31,31,-9.314288167776072,1953,12
1954-01-31,31,-18.814288167776073,1954,1
1954-02-01,1,-20.61428816777607,1954,2
1954-03-02,2,-8.614288167776072,1954,3
1954-04-18,18,-6.014288167776072,1954,4
1954-05-07,7,-3.3142881677760716,1954,5
1954-06-15,15,-1.214288167776072,1954,6
1954-07-07,7,-0.11428816777607143,1954,7
1954-08-17,17,3.1857118322239275,1954,8
1954-09-30,30,-1.9142881677760721,1954,9
1954-10-26,26,-3.8142881677760716,1954,10
1954-11-21,21,-8.914288167776071,1954,11
1954-12-16,16,-7.514288167776072,1954,12
1955-01-14,14,-10.61428816777607,1955,1
1955-02-16,16,-16.91428816777607,1955,2
1955-03-01,1,-14.314288167776073,1955,3
1955-04-25,25,-7.814288167776072,1955,4
1955-05-22,22,-6.014288167776072,1955,5
1955-06-11,11,-3.514288167776072,1955,6
1955-07-03,3,2.085711832223928,1955,7
1955-08-07,7,3.085711832223928,1955,8
1955-09-18,18,0.9857118322239282,1955,9
1955-10-31,31,-7.514288167776072,1955,10
1955-11-02,2,-9.714288167776072,1955,11
1955-12-13,13,-9.714288167776072,1955,12
1956-01-31,31,-18.91428816777607,1956,1
1956-02-02,2,-22.41428816777607,1956,2
1956-03-16,16,-10.61428816777607,1956,3
1956-04-07,7,-8.914288167776071,1956,4
1956-05-20,20,-5.414288167776072,1956,5
1956-06-16,16,-1.4142881677760721,1956,6
1956-07-31,31,4.385711832223929,1956,7
1956-08-31,31,0.8857118322239286,1956,8
1956-09-17,17,0.9857118322239282,1956,9
1956-10-31,31,-7.114288167776072,1956,10
1956-11-24,24,-12.214288167776072,1956,11
1956-12-25,25,-10.814288167776072,1956,12
1957-01-17,17,-11.714288167776072,1957,1
1957-02-21,21,-10.11428816777607,1957,2
1957-03-01,1,-6.414288167776072,1957,3
1957-04-14,14,-7.014288167776072,1957,4
1957-05-07,7,-7.214288167776072,1957,5
1957-06-25,25,-0.41428816777607214,1957,6
1957-07-17,17,3.785711832223929,1957,7
1957-08-29,29,1.785711832223928,1957,8
1957-09-30,30,-2.514288167776072,1957,9
1957-10-23,23,-3.614288167776072,1957,10
1957-11-30,30,-7.914288167776071,1957,11
1957-12-16,16,-11.814288167776072,1957,12
1958-01-25,25,-11.61428816777607,1958,1
1958-02-27,27,-12.914288167776071,1958,2
1958-03-23,23,-12.314288167776072,1958,3
1958-04-02,2,-7.614288167776072,1958,4
1958-05-04,4,-3.514288167776072,1958,5
1958-06-14,14,0.28571183222392804,1958,6
1958-07-25,25,2.3857118322239286,1958,7
1958-08-07,7,2.6857118322239275,1958,8
1958-09-27,27,-0.714288167776072,1958,9
1958-10-29,29,-2.9142881677760717,1958,10
1958-11-13,13,-8.414288167776071,1958,11
1958-12-08,8,-10.61428816777607,1958,12
1959-01-11,11,-11.61428816777607,1959,1
1959-02-07,7,-12.014288167776073,1959,2
1959-03-18,18,-7.514288167776072,1959,3
1959-04-21,21,-7.014288167776072,1959,4
1959-05-05,5,-4.114288167776072,1959,5
1959-06-11,11,0.28571183222392804,1959,6
1959-07-14,14,2.785711832223929,1959,7
1959-08-30,30,1.785711832223928,1959,8
1959-09-28,28,0.6857118322239284,1959,9
1959-10-29,29,-5.814288167776072,1959,10
1959-11-08,8,-7.514288167776072,1959,11
1959-12-15,15,-8.414288167776071,1959,12
1960-01-15,15,-17.61428816777607,1960,1
1960-02-08,8,-12.314288167776072,1960,2
1960-03-08,8,-8.414288167776071,1960,3
1960-04-27,27,-6.514288167776072,1960,4
1960-05-02,2,-5.414288167776072,1960,5
1960-06-29,29,1.785711832223928,1960,6
1960-07-01,1,-0.41428816777607214,1960,7
1960-08-13,13,0.5857118322239279,1960,8
1960-09-28,28,-2.4142881677760717,1960,9
1960-10-15,15,-4.514288167776072,1960,10
1960-11-10,10,-6.214288167776072,1960,11
1960-12-18,18,-9.114288167776072,1960,12
1961-01-27,27,-12.914288167776071,1961,1
1961-02-21,21,-6.314288167776072,1961,2
1961-03-20,20,-7.514288167776072,1961,3
1961-04-03,3,-1.5142881677760718,1961,4
1961-05-28,28,-5.114288167776071,1961,5
1961-06-10,10,0.28571183222392804,1961,6
1961-07-06,6,0.8857118322239286,1961,7
1961-08-13,13,0.9857118322239282,1961,8
1961-09-09,9,3.3857118322239286,1961,9
1961-10-18,18,-1.9142881677760721,1961,10
1961-11-07,7,-8.914288167776071,1961,11
1961-12-27,27,-16.514288167776073,1961,12
1962-01-30,30,-13.314288167776072,1962,1
1962-02-26,26,-12.414288167776071,1962,2
1962-03-15,15,-10.514288167776073,1962,3
1962-04-14,14,-4.714288167776072,1962,4
1962-05-01,1,-6.314288167776072,1962,5
1962-06-02,2,-4.414288167776071,1962,6
1962-07-05,5,0.08571183222392786,1962,7
1962-08-30,30,1.6857118322239284,1962,8
1962-09-18,18,-1.8142881677760716,1962,9
1962-10-30,30,-4.814288167776072,1962,10
1962-11-22,22,-11.014288167776073,1962,11
1962-12-23,23,-17.11428816777607,1962,12
1963-01-18,18,-22.614288167776074,1963,1
1963-02-06,6,-16.714288167776072,1963,2
1963-03-02,2,-10.61428816777607,1963,3
1963-04-13,13,-7.314288167776072,1963,4
1963-05-04,4,-4.514288167776072,1963,5
1963-06-16,16,-0.11428816777607143,1963,6
1963-07-26,26,2.285711832223929,1963,7
1963-08-29,29,1.0857118322239279,1963,8
1963-09-28,28,-1.214288167776072,1963,9
1963-10-30,30,-5.314288167776072,1963,10
1963-11-29,29,-7.514288167776072,1963,11
1963-12-15,15,-18.11428816777607,1963,12
1964-01-18,18,-12.714288167776072,1964,1
1964-02-21,21,-11.61428816777607,1964,2
1964-03-08,8,-12.214288167776072,1964,3
1964-04-07,7,-7.414288167776071,1964,4
1964-05-15,15,-2.3142881677760716,1964,5
1964-06-21,21,-0.9142881677760721,1964,6
1964-07-05,5,-0.5142881677760718,1964,7
1964-08-30,30,-0.01428816777607178,1964,8
1964-09-22,22,-0.5142881677760718,1964,9
1964-10-25,25,-6.814288167776072,1964,10
1964-11-07,7,-6.914288167776072,1964,11
1964-12-29,29,-16.814288167776073,1964,12
1965-01-28,28,-9.514288167776073,1965,1
1965-02-22,22,-12.314288167776072,1965,2
1965-03-03,3,-12.514288167776073,1965,3
1965-04-20,20,-7.214288167776072,1965,4
1965-05-21,21,-4.114288167776072,1965,5
1965-06-01,1,1.4857118322239282,1965,6
1965-07-04,4,-0.8142881677760716,1965,7
1965-08-28,28,1.1857118322239284,1965,8
1965-09-10,10,0.28571183222392804,1965,9
1965-10-22,22,-4.714288167776072,1965,10
1965-11-16,16,-12.514288167776073,1965,11
1965-12-29,29,-9.514288167776073,1965,12
1966-01-18,18,-19.91428816777607,1966,1
1966-02-18,18,-9.414288167776071,1966,2
1966-03-26,26,-8.114288167776072,1966,3
1966-04-14,14,-7.614288167776072,1966,4
1966-05-08,8,-3.514288167776072,1966,5
1966-06-02,2,1.6857118322239284,1966,6
1966-07-28,28,1.5857118322239279,1966,7
1966-08-24,24,0.6857118322239284,1966,8
1966-09-17,17,-0.21428816777607196,1966,9
1966-10-30,30,-7.714288167776072,1966,10
1966-11-03,3,-9.614288167776072,1966,11
1966-12-26,26,-9.314288167776072,1966,12
1967-01-07,7,-14.814288167776073,1967,1
1967-02-14,14,-10.214288167776072,1967,2
1967-03-31,31,-6.314288167776072,1967,3
1967-04-01,1,-7.014288167776072,1967,4
1967-05-03,3,-6.514288167776072,1967,5
1967-06-10,10,-0.41428816777607214,1967,6
1967-07-10,10,1.3857118322239286,1967,7
1967-08-04,4,3.1857118322239275,1967,8
1967-09-10,10,0.3857118322239286,1967,9
1967-10-19,19,-4.614288167776072,1967,10
1967-11-19,19,-8.614288167776072,1967,11
1967-12-11,11,-14.414288167776071,1967,12
1968-01-13,13,-16.814288167776073,1968,1
1968-02-26,26,-11.314288167776072,1968,2
1968-03-01,1,-8.214288167776072,1968,3
1968-04-06,6,-8.214288167776072,1968,4
1968-05-18,18,-5.314288167776072,1968,5
1968-06-08,8,-0.11428816777607143,1968,6
1968-07-20,20,0.785711832223928,1968,7
1968-08-19,19,1.9857118322239282,1968,8
1968-09-30,30,2.585711832223928,1968,9
1968-10-21,21,-0.8142881677760716,1968,10
1968-11-16,16,-10.514288167776073,1968,11
1968-12-31,31,-17.814288167776073,1968,12
1969-01-05,5,-8.714288167776072,1969,1
1969-02-15,15,-16.214288167776072,1969,2
1969-03-07,7,-8.914288167776071,1969,3
1969-04-19,19,-7.214288167776072,1969,4
1969-05-19,19,-3.214288167776072,1969,5
1969-06-04,4,-0.21428816777607196,1969,6
1969-07-10,10,1.3857118322239286,1969,7
1969-08-26,26,2.485711832223928,1969,8
1969-09-28,28,-1.9142881677760721,1969,9
1969-10-30,30,-3.514288167776072,1969,10
1969-11-29,29,-9.414288167776071,1969,11
1969-12-20,20,-13.714288167776072,1969,12
1970-01-01,1,-15.61428816777607,1970,1
1970-02-15,15,-12.814288167776072,1970,2
1970-03-09,9,-11.714288167776072,1970,3
1970-04-03,3,-8.514288167776073,1970,4
1970-05-01,1,-5.314288167776072,1970,5
1970-06-03,3,2.8857118322239286,1970,6
1970-07-17,17,1.8857118322239286,1970,7
1970-08-12,12,1.8857118322239286,1970,8
1970-09-24,24,-0.11428816777607143,1970,9
1970-10-16,16,-3.714288167776072,1970,10
1970-11-16,16,-6.114288167776071,1970,11
1970-12-31,31,-15.914288167776071,1970,12
1971-01-06,6,-16.214288167776072,1971,1
1971-02-02,2,-10.314288167776072,1971,2
1971-03-07,7,-16.11428816777607,1971,3
1971-04-29,29,-6.114288167776071,1971,4
1971-05-02,2,-2.9142881677760717,1971,5
1971-06-16,16,-0.41428816777607214,1971,6
1971-07-17,17,0.08571183222392786,1971,7
1971-08-09,9,4.285711832223929,1971,8
1971-09-16,16,-2.014288167776072,1971,9
1971-10-15,15,-5.714288167776072,1971,10
1971-11-20,20,-9.614288167776072,1971,11
1971-12-29,29,-7.914288167776071,1971,12
1972-01-31,31,-16.214288167776072,1972,1
1972-02-01,1,-10.914288167776071,1972,2
1972-03-12,12,-10.314288167776072,1972,3
1972-04-25,25,-6.114288167776071,1972,4
1972-05-13,13,-2.4142881677760717,1972,5
1972-06-02,2,-0.3142881677760716,1972,6
1972-07-12,12,2.485711832223928,1972,7
1972-08-20,20,1.0857118322239279,1972,8
1972-09-26,26,-1.8142881677760716,1972,9
1972-10-19,19,-6.114288167776071,1972,10
1972-11-15,15,-6.514288167776072,1972,11
1972-12-22,22,-10.814288167776072,1972,12
1973-01-13,13,-9.814288167776072,1973,1
1973-02-28,28,-9.114288167776072,1973,2
1973-03-11,11,-8.014288167776073,1973,3
1973-04-04,4,-7.414288167776071,1973,4
1973-05-12,12,-3.014288167776072,1973,5
1973-06-04,4,0.4857118322239282,1973,6
1973-07-24,24,3.085711832223928,1973,7
1973-08-22,22,3.3857118322239286,1973,8
1973-09-24,24,0.4857118322239282,1973,9
1973-10-13,13,-5.114288167776071,1973,10
1973-11-29,29,-10.414288167776071,1973,11
1973-12-02,2,-16.41428816777607,1973,12
1974-01-02,2,-10.414288167776071,1974,1
1974-02-28,28,-8.714288167776072,1974,2
1974-03-03,3,-7.514288167776072,1974,3
1974-04-14,14,-4.214288167776072,1974,4
1974-05-07,7,-5.914288167776072,1974,5
1974-06-10,10,-0.41428816777607214,1974,6
1974-07-19,19,1.5857118322239279,1974,7
1974-08-28,28,1.1857118322239284,1974,8
1974-09-30,30,-2.9142881677760717,1974,9
1974-10-31,31,-5.014288167776072,1974,10
1974-11-06,6,-6.114288167776071,1974,11
1974-12-12,12,-5.314288167776072,1974,12
1975-01-03,3,-7.814288167776072,1975,1
1975-02-16,16,-9.314288167776072,1975,2
1975-03-17,17,-7.514288167776072,1975,3
1975-04-05,5,-7.414288167776071,1975,4
1975-05-12,12,-3.4142881677760717,1975,5
1975-06-01,1,-4.214288167776072,1975,6
1975-07-01,1,0.3857118322239286,1975,7
1975-08-23,23,3.085711832223928,1975,8
1975-09-22,22,1.9857118322239282,1975,9
1975-10-28,28,-5.514288167776072,1975,10
1975-11-14,14,-10.514288167776073,1975,11
1975-12-16,16,-13.314288167776072,1975,12
1976-01-30,30,-15.714288167776072,1976,1
1976-02-01,1,-14.11428816777607,1976,2
1976-03-08,8,-11.914288167776071,1976,3
1976-04-09,9,-7.414288167776071,1976,4
1976-05-14,14,-3.214288167776072,1976,5
1976-06-05,5,-1.9142881677760721,1976,6
1976-07-23,23,3.085711832223928,1976,7
1976-08-01,1,1.1857118322239284,1976,8
1976-09-16,16,1.0857118322239279,1976,9
1976-10-17,17,-3.014288167776072,1976,10
1976-11-21,21,-7.414288167776071,1976,11
1976-12-29,29,-16.61428816777607,1976,12
1977-01-31,31,-9.914288167776071,1977,1
1977-02-28,28,-9.614288167776072,1977,2
1977-03-30,30,-8.714288167776072,1977,3
1977-04-09,9,-8.514288167776073,1977,4
1977-05-09,9,-2.614288167776072,1977,5
1977-06-01,1,0.3857118322239286,1977,6
1977-07-16,16,0.5857118322239279,1977,7
1977-08-10,10,3.1857118322239275,1977,8
1977-09-19,19,-2.3142881677760716,1977,9
1977-10-03,3,-2.114288167776072,1977,10
1977-11-28,28,-9.114288167776072,1977,11
1977-12-21,21,-9.114288167776072,1977,12
1978-01-05,5,-8.614288167776072,1978,1
1978-02-20,20,-14.314288167776073,1978,2
1978-03-18,18,-8.014288167776073,1978,3
1978-04-17,17,-7.614288167776072,1978,4
1978-05-12,12,-0.6142881677760714,1978,5
1978-06-11,11,-0.41428816777607214,1978,6
1978-07-16,16,1.3857118322239286,1978,7
1978-08-28,28,-0.01428816777607178,1978,8
1978-09-20,20,-1.714288167776072,1978,9
1978-10-18,18,-4.514288167776072,1978,10
1978-11-30,30,-10.914288167776071,1978,11
1978-12-31,31,-19.514288167776073,1978,12
1979-01-01,1,-20.314288167776073,1979,1
1979-02-16,16,-13.514288167776073,1979,2
1979-03-24,24,-8.014288167776073,1979,3
1979-04-05,5,-7.214288167776072,1979,4
1979-05-06,6,-6.414288167776072,1979,5
1979-06-17,17,0.8857118322239286,1979,6
1979-07-03,3,2.1857118322239275,1979,7
1979-08-28,28,1.3857118322239286,1979,8
1979-09-23,23,-3.3142881677760716,1979,9
1979-10-28,28,-5.414288167776072,1979,10
1979-11-23,23,-7.014288167776072,1979,11
1979-12-21,21,-8.014288167776073,1979,12
1980-01-17,17,-14.214288167776072,1980,1
1980-02-27,27,-6.914288167776072,1980,2
1980-03-21,21,-8.214288167776072,1980,3
1980-04-07,7,-5.414288167776072,1980,4
1980-05-05,5,-2.9142881677760717,1980,5
1980-06-02,2,0.6857118322239284,1980,6
1980-07-22,22,1.285711832223928,1980,7
1980-08-24,24,1.1857118322239284,1980,8
1980-09-26,26,1.6857118322239284,1980,9
1980-10-19,19,-5.714288167776072,1980,10
1980-11-04,4,-11.814288167776072,1980,11
1980-12-08,8,-12.214288167776072,1980,12
1981-01-12,12,-10.714288167776072,1981,1
1981-02-22,22,-12.11428816777607,1981,2
1981-03-04,4,-6.314288167776072,1981,3
1981-04-24,24,-6.214288167776072,1981,4
1981-05-03,3,-7.414288167776071,1981,5
1981-06-18,18,0.8857118322239286,1981,6
1981-07-18,18,2.785711832223929,1981,7
1981-08-18,18,2.1857118322239275,1981,8
1981-09-29,29,0.785711832223928,1981,9
1981-10-15,15,-4.414288167776071,1981,10
1981-11-09,9,-9.614288167776072,1981,11
1981-12-17,17,-14.314288167776073,1981,12
1982-01-13,13,-18.014288167776073,1982,1
1982-02-22,22,-10.11428816777607,1982,2
1982-03-08,8,-8.014288167776073,1982,3
1982-04-13,13,-6.514288167776072,1982,4
1982-05-02,2,-5.314288167776072,1982,5
1982-06-15,15,-0.714288167776072,1982,6
1982-07-27,27,3.285711832223929,1982,7
1982-08-29,29,3.285711832223929,1982,8
1982-09-22,22,0.08571183222392786,1982,9
1982-10-06,6,-1.3142881677760716,1982,10
1982-11-30,30,-5.814288167776072,1982,11
1982-12-31,31,-9.314288167776072,1982,12
1983-01-01,1,-10.11428816777607,1983,1
1983-02-14,14,-12.11428816777607,1983,2
1983-03-25,25,-5.814288167776072,1983,3
1983-04-04,4,-6.614288167776071,1983,4
1983-05-10,10,-0.5142881677760718,1983,5
1983-06-16,16,0.1857118322239284,1983,6
1983-07-01,1,4.085711832223928,1983,7
1983-08-04,4,2.785711832223929,1983,8
1983-09-07,7,0.4857118322239282,1983,9
1983-10-30,30,-7.314288167776072,1983,10
1983-11-15,15,-12.61428816777607,1983,11
1983-12-02,2,-10.014288167776073,1983,12
1984-01-22,22,-9.214288167776072,1984,1
1984-02-17,17,-11.11428816777607,1984,2
1984-03-10,10,-8.414288167776071,1984,3
1984-04-02,2,-5.714288167776072,1984,4
1984-05-09,9,-2.714288167776072,1984,5
1984-06-10,10,-0.21428816777607196,1984,6
1984-07-01,1,-1.6142881677760714,1984,7
1984-08-08,8,4.1857118322239275,1984,8
1984-09-24,24,0.785711832223928,1984,9
1984-10-27,27,-2.014288167776072,1984,10
1984-11-05,5,-4.414288167776071,1984,11
1984-12-29,29,-8.614288167776072,1984,12
1985-01-08,8,-22.814288167776073,1985,1
1985-02-12,12,-18.014288167776073,1985,2
1985-03-19,19,-9.414288167776071,1985,3
1985-04-26,26,-7.314288167776072,1985,4
1985-05-03,3,-1.8142881677760716,1985,5
1985-06-17,17,-1.1142881677760714,1985,6
1985-07-08,8,2.6857118322239275,1985,7
1985-08-27,27,2.485711832223928,1985,8
1985-09-07,7,-1.0142881677760718,1985,9
1985-10-27,27,-5.714288167776072,1985,10
1985-11-19,19,-10.414288167776071,1985,11
1985-12-31,31,-11.814288167776072,1985,12
1986-01-01,1,-11.014288167776073,1986,1
1986-02-22,22,-16.714288167776072,1986,2
1986-03-03,3,-11.414288167776071,1986,3
1986-04-12,12,-10.714288167776072,1986,4
1986-05-31,31,-2.4142881677760717,1986,5
1986-06-04,4,0.9857118322239282,1986,6
1986-07-24,24,2.6857118322239275,1986,7
1986-08-25,25,1.0857118322239279,1986,8
1986-09-09,9,-1.5142881677760718,1986,9
1986-10-24,24,-2.714288167776072,1986,10
1986-11-30,30,-7.214288167776072,1986,11
1986-12-24,24,-9.814288167776072,1986,12
1987-01-12,12,-19.514288167776073,1987,1
1987-02-01,1,-13.014288167776073,1987,2
1987-03-04,4,-13.014288167776073,1987,3
1987-04-02,2,-3.014288167776072,1987,4
1987-05-11,11,-3.714288167776072,1987,5
1987-06-16,16,0.785711832223928,1987,6
1987-07-26,26,0.8857118322239286,1987,7
1987-08-06,6,-0.11428816777607143,1987,8
1987-09-28,28,-1.0142881677760718,1987,9
1987-10-25,25,-2.8142881677760716,1987,10
1987-11-30,30,-7.414288167776071,1987,11
1987-12-10,10,-14.514288167776073,1987,12
1988-01-23,23,-6.214288167776072,1988,1
1988-02-28,28,-6.414288167776072,1988,2
1988-03-05,5,-7.614288167776072,1988,3
1988-04-10,10,-7.814288167776072,1988,4
1988-05-21,21,-2.114288167776072,1988,5
1988-06-23,23,0.785711832223928,1988,6
1988-07-19,19,3.985711832223928,1988,7
1988-08-03,3,2.285711832223929,1988,8
1988-09-30,30,-1.5142881677760718,1988,9
1988-10-31,31,-6.114288167776071,1988,10
1988-11-22,22,-11.914288167776071,1988,11
1988-12-02,2,-4.614288167776072,1988,12
1989-01-03,3,-7.614288167776072,1989,1
1989-02-02,2,-7.014288167776072,1989,2
1989-03-18,18,-7.314288167776072,1989,3
1989-04-27,27,-6.714288167776072,1989,4
1989-05-01,1,-1.1142881677760714,1989,5
1989-06-01,1,-1.714288167776072,1989,6
1989-07-15,15,1.785711832223928,1989,7
1989-08-29,29,2.285711832223929,1989,8
1989-09-04,4,0.5857118322239279,1989,9
1989-10-15,15,-1.4142881677760721,1989,10
1989-11-26,26,-10.814288167776072,1989,11
1989-12-12,12,-9.414288167776071,1989,12
1990-01-04,4,-7.814288167776072,1990,1
1990-02-16,16,-6.214288167776072,1990,2
1990-03-03,3,-6.114288167776071,1990,3
1990-04-05,5,-8.014288167776073,1990,4
1990-05-26,26,0.28571183222392804,1990,5
1990-06-05,5,1.785711832223928,1990,6
1990-07-04,4,1.6857118322239284,1990,7
1990-08-08,8,2.3857118322239286,1990,8
1990-09-17,17,-2.014288167776072,1990,9
1990-10-08,8,-1.6142881677760714,1990,10
1990-11-23,23,-6.914288167776072,1990,11
1990-12-01,1,-8.514288167776073,1990,12
1991-01-30,30,-11.314288167776072,1991,1
1991-02-07,7,-19.11428816777607,1991,2
1991-03-30,30,-6.814288167776072,1991,3
1991-04-21,21,-8.414288167776071,1991,4
1991-05-04,4,-4.414288167776071,1991,5
1991-06-05,5,-2.4142881677760717,1991,6
1991-07-10,10,5.985711832223928,1991,7
1991-08-19,19,2.985711832223928,1991,8
1991-09-30,30,-0.21428816777607196,1991,9
1991-10-27,27,-3.514288167776072,1991,10
1991-11-22,22,-7.014288167776072,1991,11
1991-12-11,11,-11.014288167776073,1991,12
1992-01-23,23,-12.214288167776072,1992,1
1992-02-19,19,-11.11428816777607,1992,2
1992-03-16,16,-6.414288167776072,1992,3
1992-04-05,5,-6.214288167776072,1992,4
1992-05-04,4,-2.514288167776072,1992,5
1992-06-19,19,1.9857118322239282,1992,6
1992-07-28,28,3.6857118322239275,1992,7
1992-08-31,31,3.3857118322239286,1992,8
1992-09-06,6,-0.21428816777607196,1992,9
