DATE,TMAX,DAY,year,month
2015-01-09,-7.533847147918617,9,2015,1
2015-02-13,-7.042257286167465,13,2015,2
2015-03-17,-3.0854600511444232,17,2015,3
2015-04-15,1.7579808090706326,15,2015,4
2015-05-11,4.056475432726545,11,2015,5
2015-06-05,7.844647475737295,5,2015,6
2015-07-01,10.020991561758803,1,2015,7
2015-08-13,11.166152852081384,13,2015,8
2015-09-11,4.257980809070629,11,2015,9
2015-10-03,0.4467980133717049,3,2015,10
2015-11-01,-0.4320191909293669,1,2015,11
2015-12-17,-1.717718115660551,17,2015,12
2016-01-25,-6.195137470499262,25,2016,1
2016-02-06,-6.185237581733967,6,2016,2
2016-03-26,-4.4144923092089385,26,2016,3
2016-04-21,-0.7920191909293699,21,2016,4
2016-05-08,5.230668981113643,8,2016,5
2016-06-23,6.55798080907063,23,2016,6
2016-07-20,9.230668981113643,20,2016,7
2016-08-25,9.404862529500738,25,2016,8
2016-09-13,9.011314142403963,13,2016,9
2016-10-16,0.04357220692009278,16,2016,10
2016-11-01,-4.765352524262703,1,2016,11
2016-12-14,-5.875782631789584,14,2016,12
2017-01-28,-9.72739553501539,28,2017,1
2017-02-14,-4.727971571881749,14,2017,2
2017-03-30,0.3242173682104159,30,2017,3
2017-04-09,-0.01868585759603647,9,2017,4
2017-05-27,7.075830271436223,27,2017,5
2017-06-22,10.451314142403964,22,2017,6
2017-07-19,9.688733497242675,19,2017,7
2017-08-29,9.191959303694288,29,2017,8
2017-09-29,5.044647475737298,29,2017,9
2017-10-16,3.1693786585329935,16,2017,10
2017-11-23,-3.9753525242627035,23,2017,11
2017-12-31,-7.195137470499262,31,2017,12
2018-01-24,-5.25965359953152,24,2018,1
2018-02-15,-9.07440014331032,15,2018,2
2018-03-11,-4.427395535015391,11,2018,3
2018-04-19,4.304647475737296,19,2018,4
2018-05-26,8.408088335952351,26,2018,5
2018-06-30,9.177980809070627,30,2018,6
2018-07-26,13.972604464984611,26,2018,7
2018-08-07,10.766152852081381,7,2018,8
2018-09-17,7.137980809070628,17,2018,9
2018-10-13,3.5984109165975138,13,2018,10
2018-11-06,-2.8120191909293695,6,2018,11
2018-12-02,-5.272556825337972,2,2018,12
2019-01-13,-8.453201986628294,13,2019,1
2019-02-26,-1.913685857596036,26,2019,2
2019-03-22,-1.4564277930799072,22,2019,3
2019-04-22,2.464647475737296,22,2019,4
2019-05-24,2.8758302714362234,24,2019,5
2019-06-29,10.234647475737296,29,2019,6
2019-07-25,10.853249626274932,25,2019,7
2019-08-27,10.779056077887835,27,2019,8
2019-09-21,6.361314142403964,21,2019,9
2019-10-13,1.8790560778878351,13,2019,10
2019-11-01,-3.9720191909293696,1,2019,11
2019-12-17,-5.008040696305713,17,2019,12
2020-01-09,-5.149976180176681,9,2020,1
2020-02-16,-3.509375512768452,16,2020,2
2020-03-18,-2.4790084382411965,18,2020,3
2020-04-08,4.957980809070632,8,2020,4
2020-05-21,6.130668981113645,21,2020,5
2020-06-25,8.684647475737295,25,2020,6
2020-07-31,9.00808833595235,31,2020,7
2020-08-08,12.720991561758803,8,2020,8
2020-09-15,8.061314142403964,15,2020,9
2020-10-21,0.9371205940168679,21,2020,10
2020-11-02,-0.935352524262699,2,2020,11
2020-12-21,-5.733847147918616,21,2020,12
2021-01-21,-8.366105212434746,21,2021,1
2021-02-24,-4.724400143310321,24,2021,2
2021-03-30,-2.198363276950875,30,2021,3
2021-04-01,-1.5820191909293673,1,2021,4
2021-05-09,2.556475432726545,9,2021,5
2021-06-18,9.471314142403964,18,2021,6
2021-07-18,8.456475432726547,18,2021,7
2021-08-15,7.2984109165975095,15,2021,8
2021-09-08,7.791314142403964,8,2021,9
2021-10-19,1.9435722069200931,19,2021,10
2021-11-01,-4.2353525242627015,1,2021,11
2021-12-30,-5.743524567273455,30,2021,12
2022-01-01,-6.846750373725068,1,2022,1
2022-02-16,-3.602971571881749,16,2022,2
2022-03-22,0.32744317466202766,22,2022,3
2022-04-12,1.1513141424039635,12,2022,4
2022-05-15,6.862927045629769,15,2022,5
2022-06-18,9.124647475737293,18,2022,6
2022-07-19,11.211314142403966,19,2022,7
2022-08-25,13.411314142403965,25,2022,8
2022-09-05,6.174647475737297,5,2022,9
2022-10-29,5.250023819823321,29,2022,10
2022-11-01,-1.5753525242627031,1,2022,11
2022-12-31,-6.756427793079907,31,2022,12
