date,observed,lower,median,upper
1961-01-01,19.319819974294624,17.643051502690646,18.325332969978113,19.045978288347353
1961-02-01,18.53803567543055,18.188753225564657,18.83127285529679,19.517981277524584
1961-03-01,24.5118937774372,20.827821849484405,21.490684591368364,22.235192274022303
1961-04-01,27.65302848649363,24.440890379153174,25.139542425625372,25.841838677013808
1961-05-01,28.778304326731543,27.485051291351944,28.152102730191615,28.80243010000436
1961-06-01,33.391700202645865,30.63476356550624,31.29785044792021,31.96989126515674
1961-07-01,32.42947517260853,31.209351743007485,31.863837587648018,32.52379733304451
1961-08-01,29.9542545642843,29.873319245003074,30.573577830767107,31.27807879211936
1961-09-01,29.804008046618517,27.650513501291407,28.32164402986823,28.996053618898245
1961-10-01,24.27367581931897,24.81840396866527,25.41554160964172,26.151264257049437
1961-11-01,20.997165721382466,20.28302215200538,20.994941524046013,21.671272943673493
1961-12-01,19.84514172496895,18.773565935212233,19.462502230844024,20.125037205411868
1962-01-01,18.96573836823739,17.705117812026767,18.343776585571973,19.01233828153357
1962-02-01,18.307316932773137,18.211855309748948,18.87742221101672,19.50187745059229
1962-03-01,22.154593700870645,20.87449777232995,21.51804979192372,22.175570987770843
1962-04-01,24.175480498781813,24.474314890220004,25.16353579884386,25.84252559832374
1962-05-01,27.853894836570884,27.516759022466214,28.183737782904597,28.782750132487234
1962-06-01,34.40528732641623,30.633507244896858,31.31448487520775,31.991461542190684
1962-07-01,31.401224162542565,31.22492605787171,31.861687742979736,32.52361915231643
1962-08-01,29.81207616659777,29.91394717240605,30.583682042126163,31.28352184903694
1962-09-01,31.04500380815864,27.66590676392931,28.336464091838515,28.98663792479273
1962-10-01,25.560953618797104,24.841215334441053,25.444217022707754,26.111281358295784
1962-11-01,21.917371814820672,20.352914003895798,20.998111350798844,21.677403562456632
1962-12-01,21.489653123114422,18.83488481112504,19.47353433991472,20.115236653549225
1963-01-01,17.96637009345121,17.755645553722232,18.35144739379244,18.98955001898598
1963-02-01,17.85606819132814,18.25713596338441,18.896545545018277,19.49684565152887
1963-03-01,22.05796467543372,20.914180700553423,21.52917024231738,22.16222353782593
1963-04-01,23.443823937257832,24.519389896125602,25.175342442900998,25.820693651827497
1963-05-01,27.68269498226934,27.58317896258528,28.202802254343467,28.79617562411168
1963-06-01,34.74046106536467,30.665518130706484,31.33111899107528,31.985391615623577
1963-07-01,32.098528204215306,31.251406968009842,31.88506277356932,32.53394546286551
1963-08-01,33.91298463090412,29.947236716446756,30.627815687054266,31.307465307718736
1963-09-01,26.99077145953305,27.69636678198101,28.34659737128694,28.978709093109384
1963-10-01,27.817041363497392,24.902266125229968,25.476774636244798,26.15125919137863
1963-11-01,21.38483523724537,20.37578485993732,21.026607119671006,21.67143770909341
1963-12-01,18.178448597574157,18.858073392773562,19.501853001635638,20.12364640894605
1964-01-01,18.16654225498462,17.75714607502263,18.397728412913157,18.95780740174958
1964-02-01,19.71456042428897,18.2853851223599,18.93855670965555,19.518697194655697
1964-03-01,20.08251356450108,20.926932229028246,21.545477492234557,22.15933015967499
1964-04-01,25.024626290396043,24.5571889023375,25.197487225081268,25.85395364726868
1964-05-01,27.1457542850358,27.587238764773378,28.231601460235893,28.802186486719386
1964-06-01,31.62415361487052,30.68844353619457,31.34681104399951,31.98272625136774
1964-07-01,32.449216270950046,31.31461131991756,31.92158061708634,32.53688171419814
1964-08-01,34.28309215030566,29.963385385230247,30.666245247132732,31.321265411342477
